序號,答案
20240226093001,53.7
20240226094001,38.68
20240226095001,53.01
20240226100001,48.41
20240226101001,46.26
20240226102001,63.7
20240226103001,65.92
20240226104001,63.66
20240226105001,69.97
20240226110001,148.46
20240226111001,95.72
20240226112001,83.9
20240226113001,63.33
20240226114001,40.74
20240226115001,56.09
20240226120001,46.86
20240226121001,40.77
20240226122001,28.1
20240226123001,29.73
20240226124001,44.5
20240226125001,34.19
20240226130001,47.51
20240226131001,44.15
20240226132001,59.34
20240226133001,43.62
20240226134001,53.56
20240226135001,44.96
20240226140001,27.14
20240226141001,20.69
20240226142001,19.46
20240226143001,14.18
20240226144001,21.66
20240226145001,15.85
20240226150001,11.25
20240226151001,15.47
20240226152001,8.97
20240226153001,6.13
20240226154001,8.56
20240226155001,6.46
20240226160001,4.33
20240226161001,5.99
20240226162001,2.68
20240226163001,0.0
20240226164001,0.0
20240226165001,0.0
20240327090001,109.92
20240327091001,102.06
20240327092001,88.1
20240327093001,123.18
20240327094001,211.36
20240327095001,343.77
20240327100001,457.1
20240327101001,557.37
20240327102001,636.16
20240327103001,581.34
20240327104001,591.34
20240327105001,1070.87
20240327110001,824.56
20240327111001,720.9
20240327112001,515.25
20240327113001,401.07
20240327114001,336.33
20240327115001,249.27
20240327120001,228.19
20240327121001,225.6
20240327122001,212.09
20240327123001,247.33
20240327124001,212.15
20240327125001,175.39
20240327130001,181.82
20240327131001,179.4
20240327132001,95.14
20240327133001,81.28
20240327134001,51.37
20240327135001,38.19
20240327140001,19.85
20240327141001,16.77
20240327142001,13.79
20240327143001,23.33
20240327144001,26.11
20240327145001,23.9
20240327150001,21.42
20240327151001,7.88
20240327152001,8.39
20240327153001,6.65
20240327154001,10.64
20240327155001,10.3
20240327160001,13.28
20240327161001,9.11
20240327162001,9.92
20240327163001,5.86
20240327164001,7.22
20240327165001,4.71
20240329090001,21.37
20240329091001,12.92
20240329092001,12.89
20240329093001,8.17
20240329094001,6.47
20240329095001,9.44
20240329100001,7.26
20240329101001,6.13
20240329102001,4.59
20240329103001,2.84
20240329104001,6.82
20240329105001,6.54
20240329110001,9.49
20240329111001,8.43
20240329112001,6.58
20240329113001,2.59
20240329114001,7.84
20240329115001,14.31
20240329120001,15.61
20240329121001,31.02
20240329122001,35.97
20240329123001,15.4
20240329124001,11.99
20240329125001,16.51
20240329130001,17.61
20240329131001,12.74
20240329132001,17.27
20240329133001,12.61
20240329134001,17.55
20240329135001,22.24
20240329140001,12.43
20240329141001,20.09
20240329142001,19.87
20240329143001,19.46
20240329144001,24.51
20240329145001,24.8
20240329150001,20.64
20240329151001,26.89
20240329152001,13.87
20240329153001,11.77
20240329154001,7.59
20240329155001,6.84
20240329160001,5.37
20240329161001,1.78
20240329162001,0.91
20240329163001,0.0
20240329164001,0.0
20240329165001,0.0
20240428090001,200.66
20240428091001,374.84
20240428092001,564.12
20240428093001,38.01
20240428094001,25.88
20240428095001,12.18
20240428100001,36.61
20240428101001,25.29
20240428102001,321.22
20240428103001,515.02
20240428104001,727.17
20240428105001,424.89
20240428110001,883.9
20240428111001,1027.71
20240428112001,1525.07
20240428113001,577.84
20240428114001,189.99
20240428115001,245.89
20240428120001,374.54
20240428121001,351.56
20240428122001,219.51
20240428123001,185.86
20240428124001,237.81
20240428125001,174.45
20240428130001,87.52
20240428131001,55.88
20240428132001,56.57
20240428133001,54.19
20240428134001,37.85
20240428135001,34.85
20240428140001,39.09
20240428141001,32.64
20240428142001,31.73
20240428143001,47.65
20240428144001,356.27
20240428145001,84.82
20240428150001,216.84
20240428151001,228.59
20240428152001,187.48
20240428153001,111.02
20240428154001,82.44
20240428155001,109.9
20240428160001,103.93
20240428161001,111.23
20240428162001,36.91
20240428163001,27.65
20240428164001,18.92
20240428165001,15.76
20240430090001,937.77
20240430091001,1018.57
20240430092001,1079.07
20240430093001,1132.6
20240430094001,1219.24
20240430095001,1210.03
20240430100001,1249.96
20240430101001,1280.17
20240430102001,1341.51
20240430103001,1383.62
20240430104001,1428.49
20240430105001,1458.82
20240430110001,1447.26
20240430111001,1510.79
20240430112001,1508.08
20240430113001,1558.24
20240430114001,1534.32
20240430115001,1535.76
20240430120001,1487.77
20240430121001,544.5
20240430122001,1331.08
20240430123001,993.7
20240430124001,1521.64
20240430125001,722.36
20240430130001,1292.59
20240430131001,331.04
20240430132001,1373.19
20240430133001,1405.26
20240430134001,1259.95
20240430135001,1101.23
20240430140001,1054.05
20240430141001,938.0
20240430142001,517.89
20240430143001,125.48
20240430144001,151.74
20240430145001,420.99
20240430150001,436.22
20240430151001,33.27
20240430152001,62.16
20240430153001,44.11
20240430154001,30.75
20240430155001,10.16
20240430160001,8.43
20240430161001,2.99
20240430162001,0.0
20240430163001,2.0
20240430164001,2.78
20240430165001,1.93
20240515090001,555.95
20240515091001,1073.88
20240515092001,961.17
20240515093001,681.45
20240515094001,1005.58
20240515095001,1160.52
20240515100001,664.97
20240515101001,1274.75
20240515102001,1354.54
20240515103001,474.62
20240515104001,713.43
20240515105001,1222.17
20240515110001,1269.26
20240515111001,1285.94
20240515112001,1498.64
20240515113001,1252.72
20240515114001,1445.23
20240515115001,1181.72
20240515120001,1179.15
20240515121001,1368.74
20240515122001,1448.62
20240515123001,1409.13
20240515124001,1462.16
20240515125001,891.07
20240515130001,1475.22
20240515131001,1445.13
20240515132001,1336.41
20240515133001,1397.27
20240515134001,433.39
20240515135001,1299.26
20240515140001,808.48
20240515141001,231.38
20240515142001,186.2
20240515143001,106.23
20240515144001,135.53
20240515145001,88.22
20240515150001,103.05
20240515151001,43.97
20240515152001,66.87
20240515153001,37.86
20240515154001,36.33
20240515155001,20.28
20240515160001,27.51
20240515161001,26.26
20240515162001,17.47
20240515163001,13.01
20240515164001,7.22
20240515165001,7.81
20240520090001,333.79
20240520091001,376.78
20240520092001,405.45
20240520093001,288.85
20240520094001,219.19
20240520095001,143.05
20240520100001,174.26
20240520101001,176.36
20240520102001,160.99
20240520103001,156.87
20240520104001,237.76
20240520105001,262.28
20240520110001,275.58
20240520111001,282.96
20240520112001,227.28
20240520113001,200.17
20240520114001,163.2
20240520115001,167.0
20240520120001,306.71
20240520121001,422.14
20240520122001,258.77
20240520123001,138.01
20240520124001,143.9
20240520125001,183.72
20240520130001,197.26
20240520131001,132.27
20240520132001,94.72
20240520133001,55.82
20240520134001,48.92
20240520135001,52.53
20240520140001,79.4
20240520141001,78.14
20240520142001,59.51
20240520143001,68.58
20240520144001,118.94
20240520145001,141.05
20240520150001,151.02
20240520151001,145.48
20240520152001,100.39
20240520153001,68.44
20240520154001,43.97
20240520155001,34.62
20240520160001,35.6
20240520161001,35.71
20240520162001,30.16
20240520163001,29.71
20240520164001,27.24
20240520165001,16.06
20240613090001,18.94
20240613091001,31.27
20240613092001,53.78
20240613093001,117.34
20240613094001,151.02
20240613095001,143.25
20240613100001,149.7
20240613101001,315.11
20240613102001,355.97
20240613103001,606.29
20240613104001,238.61
20240613105001,347.84
20240613110001,293.12
20240613111001,945.83
20240613112001,327.89
20240613113001,1081.09
20240613114001,1166.58
20240613115001,1365.58
20240613120001,1076.51
20240613121001,1081.06
20240613122001,1092.19
20240613123001,798.92
20240613124001,972.75
20240613125001,103.45
20240613130001,1068.54
20240613131001,995.46
20240613132001,1073.02
20240613133001,128.06
20240613134001,161.15
20240613135001,1012.59
20240613140001,363.71
20240613141001,167.39
20240613142001,250.96
20240613143001,99.14
20240613144001,38.46
20240613145001,37.67
20240613150001,39.78
20240613151001,36.22
20240613152001,38.67
20240613153001,48.37
20240613154001,51.15
20240613155001,178.73
20240613160001,160.07
20240613161001,113.39
20240613162001,34.65
20240613163001,34.24
20240613164001,28.07
20240613165001,7.93
20240615090001,792.35
20240615091001,880.13
20240615092001,913.15
20240615093001,968.95
20240615094001,1024.92
20240615095001,1058.02
20240615100001,896.07
20240615101001,1120.79
20240615102001,1208.75
20240615103001,1241.99
20240615104001,513.06
20240615105001,204.38
20240615110001,966.33
20240615111001,1003.03
20240615112001,1210.44
20240615113001,1183.8
20240615114001,1160.56
20240615115001,1225.37
20240615120001,1131.26
20240615121001,1003.19
20240615122001,1029.17
20240615123001,699.66
20240615124001,1107.86
20240615125001,1144.15
20240615130001,994.22
20240615131001,796.85
20240615132001,703.81
20240615133001,693.95
20240615134001,866.01
20240615135001,775.49
20240615140001,471.14
20240615141001,592.08
20240615142001,690.36
20240615143001,95.27
20240615144001,434.33
20240615145001,383.8
20240615150001,301.2
20240615151001,297.76
20240615152001,277.75
20240615153001,166.54
20240615154001,146.24
20240615155001,56.36
20240615160001,59.43
20240615161001,57.86
20240615162001,38.96
20240615163001,20.02
20240615164001,25.25
20240615165001,10.48
20240703090001,558.78
20240703091001,646.89
20240703092001,806.6
20240703093001,929.62
20240703094001,1021.01
20240703095001,906.46
20240703100001,301.69
20240703101001,200.6
20240703102001,285.43
20240703103001,584.13
20240703104001,1230.04
20240703105001,1191.0
20240703110001,1151.88
20240703111001,1177.63
20240703112001,768.59
20240703113001,1253.67
20240703114001,1252.39
20240703115001,1222.4
20240703120001,1231.82
20240703121001,1218.53
20240703122001,1196.79
20240703123001,1198.55
20240703124001,1181.82
20240703125001,1169.38
20240703130001,1134.26
20240703131001,1114.08
20240703132001,1000.67
20240703133001,903.15
20240703134001,910.52
20240703135001,838.44
20240703140001,774.22
20240703141001,667.85
20240703142001,612.05
20240703143001,571.76
20240703144001,545.28
20240703145001,489.37
20240703150001,366.75
20240703151001,332.44
20240703152001,309.55
20240703153001,246.94
20240703154001,204.12
20240703155001,9.0
20240703160001,47.85
20240703161001,67.39
20240703162001,17.25
20240703163001,6.26
20240703164001,8.98
20240703165001,6.37
20240707090001,648.73
20240707091001,723.8
20240707092001,773.16
20240707093001,871.76
20240707094001,921.29
20240707095001,962.06
20240707100001,1015.77
20240707101001,1058.21
20240707102001,1113.12
20240707103001,362.75
20240707104001,1147.57
20240707105001,1224.99
20240707110001,114.81
20240707111001,1260.64
20240707112001,1279.26
20240707113001,1272.12
20240707114001,1269.3
20240707115001,1271.03
20240707120001,1214.56
20240707121001,1234.54
20240707122001,1243.4
20240707123001,1213.61
20240707124001,1215.82
20240707125001,1213.33
20240707130001,1160.54
20240707131001,1175.06
20240707132001,1095.99
20240707133001,1048.74
20240707134001,975.48
20240707135001,922.22
20240707140001,843.69
20240707141001,807.02
20240707142001,703.73
20240707143001,656.34
20240707144001,575.42
20240707145001,604.26
20240707150001,572.66
20240707151001,534.42
20240707152001,544.06
20240707153001,201.37
20240707154001,49.23
20240707155001,139.75
20240707160001,45.58
20240707161001,79.05
20240707162001,79.09
20240707163001,16.35
20240707164001,8.97
20240707165001,0.0
20240125090002,12.83
20240125091002,20.75
20240125092002,26.71
20240125093002,22.0
20240125094002,29.51
20240125095002,16.66
20240125100002,11.47
20240125101002,12.87
20240125102002,13.7
20240125103002,13.4
20240125104002,17.53
20240125105002,30.98
20240125110002,28.39
20240125111002,56.86
20240125112002,85.96
20240125113002,146.16
20240125114002,172.92
20240125115002,148.27
20240125120002,322.98
20240125121002,185.09
20240125122002,117.21
20240125123002,79.92
20240125124002,47.8
20240125125002,38.3
20240125130002,19.63
20240125131002,27.01
20240125132002,17.9
20240125133002,22.7
20240125134002,21.03
20240125135002,16.4
20240125140002,9.51
20240125141002,8.58
20240125142002,5.94
20240125143002,4.29
20240125144002,1.88
20240125145002,2.47
20240125150002,0.0
20240125151002,0.38
20240125152002,0.14
20240125153002,0.0
20240125154002,0.0
20240125155002,0.0
20240125160002,0.0
20240125161002,0.0
20240125162002,0.0
20240125163002,0.0
20240125164002,0.0
20240125165002,0.0
20240128090002,0.0
20240128091002,4.9
20240128092002,9.25
20240128093002,6.86
20240128094002,17.34
20240128095002,19.01
20240128100002,11.41
20240128101002,14.81
20240128102002,22.15
20240128103002,17.21
20240128104002,19.07
20240128105002,12.8
20240128110002,21.97
20240128111002,29.48
20240128112002,24.27
20240128113002,15.52
20240128114002,28.49
20240128115002,29.92
20240128120002,66.12
20240128121002,66.21
20240128122002,49.65
20240128123002,38.76
20240128124002,38.19
20240128125002,31.12
20240128130002,25.2
20240128131002,22.59
20240128132002,21.45
20240128133002,12.93
20240128134002,20.7
20240128135002,22.51
20240128140002,20.23
20240128141002,15.2
20240128142002,13.18
20240128143002,9.87
20240128144002,10.36
20240128145002,9.63
20240128150002,8.59
20240128151002,4.66
20240128152002,11.98
20240128153002,6.98
20240128154002,5.85
20240128155002,3.06
20240128160002,0.0
20240128161002,0.0
20240128162002,0.0
20240128163002,0.0
20240128164002,0.0
20240128165002,0.0
20240213090002,672.93
20240213091002,371.66
20240213092002,606.24
20240213093002,501.2
20240213094002,1558.64
20240213095002,1731.24
20240213100002,1734.61
20240213101002,1805.99
20240213102002,1841.52
20240213103002,1877.17
20240213104002,1896.74
20240213105002,1915.99
20240213110002,1881.65
20240213111002,1983.02
20240213112002,2039.57
20240213113002,381.51
20240213114002,2108.8
20240213115002,2130.01
20240213120002,1971.35
20240213121002,2005.42
20240213122002,2056.03
20240213123002,1696.53
20240213124002,1876.95
20240213125002,2166.28
20240213130002,2082.31
20240213131002,351.59
20240213132002,200.75
20240213133002,211.82
20240213134002,162.34
20240213135002,190.85
20240213140002,225.87
20240213141002,184.96
20240213142002,182.56
20240213143002,224.58
20240213144002,202.11
20240213145002,219.86
20240213150002,93.76
20240213151002,65.35
20240213152002,66.53
20240213153002,75.07
20240213154002,52.85
20240213155002,29.5
20240213160002,27.55
20240213161002,26.86
20240213162002,26.25
20240213163002,17.91
20240213164002,13.18
20240213165002,8.76
20240226090002,26.21
20240226091002,43.5
20240226092002,56.83
20240226093002,59.64
20240226094002,46.59
20240226095002,58.05
20240226100002,54.81
20240226101002,53.68
20240226102002,71.21
20240226103002,72.69
20240226104002,75.14
20240226105002,78.83
20240226110002,153.59
20240226111002,101.99
20240226112002,91.67
20240226113002,63.41
20240226114002,47.81
20240226115002,65.78
20240226120002,52.79
20240226121002,45.87
20240226122002,32.17
20240226123002,31.44
20240226124002,49.98
20240226125002,41.23
20240226130002,53.89
20240226131002,48.88
20240226132002,62.94
20240226133002,50.63
20240226134002,67.06
20240226135002,52.67
20240226140002,29.47
20240226141002,22.33
20240226142002,20.45
20240226143002,18.77
20240226144002,25.87
20240226145002,15.32
20240226150002,10.94
20240226151002,17.42
20240226152002,9.5
20240226153002,6.79
20240226154002,10.12
20240226155002,4.49
20240226160002,2.62
20240226161002,5.49
20240226162002,4.5
20240226163002,0.0
20240226164002,0.0
20240226165002,0.0
20240319090002,11.07
20240319091002,8.87
20240319092002,13.26
20240319093002,10.46
20240319094002,8.11
20240319095002,14.88
20240319100002,29.04
20240319101002,18.29
20240319102002,24.27
20240319103002,18.52
20240319104002,25.16
20240319105002,23.41
20240319110002,23.62
20240319111002,25.51
20240319112002,41.91
20240319113002,36.96
20240319114002,35.41
20240319115002,29.75
20240319120002,14.67
20240319121002,39.8
20240319122002,40.66
20240319123002,32.35
20240319124002,34.18
20240319125002,38.56
20240319130002,29.81
20240319131002,25.02
20240319132002,22.3
20240319133002,13.56
20240319134002,16.77
20240319135002,17.69
20240319140002,16.93
20240319141002,8.08
20240319142002,13.3
20240319143002,16.06
20240319144002,11.07
20240319145002,12.2
20240319150002,16.39
20240319151002,15.53
20240319152002,17.33
20240319153002,16.07
20240319154002,13.07
20240319155002,4.48
20240319160002,4.5
20240319161002,0.0
20240319162002,1.14
20240319163002,0.78
20240319164002,1.07
20240319165002,1.14
20240427090002,126.65
20240427091002,86.16
20240427092002,52.51
20240427093002,57.37
20240427094002,76.34
20240427095002,95.27
20240427100002,69.4
20240427101002,89.17
20240427102002,100.45
20240427103002,162.0
20240427104002,195.05
20240427105002,175.91
20240427110002,158.9
20240427111002,163.4
20240427112002,140.44
20240427113002,126.38
20240427114002,119.14
20240427115002,100.24
20240427120002,97.28
20240427121002,130.74
20240427122002,170.4
20240427123002,124.69
20240427124002,100.33
20240427125002,96.53
20240427130002,128.25
20240427131002,266.88
20240427132002,124.82
20240427133002,127.38
20240427134002,458.62
20240427135002,455.79
20240427140002,346.19
20240427141002,292.08
20240427142002,309.34
20240427143002,136.86
20240427144002,167.41
20240427145002,162.18
20240427150002,418.63
20240427151002,213.07
20240427152002,139.8
20240427153002,73.64
20240427154002,78.1
20240427155002,51.41
20240427160002,114.3
20240427161002,113.56
20240427162002,71.01
20240427163002,22.42
20240427164002,21.77
20240427165002,48.09
20240508090002,186.47
20240508091002,251.85
20240508092002,108.68
20240508093002,132.53
20240508094002,141.54
20240508095002,102.09
20240508100002,125.07
20240508101002,137.74
20240508102002,142.72
20240508103002,68.94
20240508104002,45.61
20240508105002,23.39
20240508110002,63.27
20240508111002,23.0
20240508112002,59.33
20240508113002,71.81
20240508114002,74.25
20240508115002,132.51
20240508120002,194.77
20240508121002,138.57
20240508122002,354.6
20240508123002,155.7
20240508124002,44.1
20240508125002,25.87
20240508130002,14.24
20240508131002,11.76
20240508132002,9.25
20240508133002,0.99
20240508134002,3.95
20240508135002,14.29
20240508140002,15.82
20240508141002,39.02
20240508142002,94.37
20240508143002,50.88
20240508144002,12.86
20240508145002,15.14
20240508150002,3.8
20240508151002,1.58
20240508152002,4.76
20240508153002,0.0
20240508154002,0.0
20240508155002,0.0
20240508160002,0.0
20240508161002,0.0
20240508162002,0.0
20240508163002,0.0
20240508164002,0.0
20240508165002,0.0
20240705090002,644.83
20240705091002,731.18
20240705092002,762.99
20240705093002,826.5
20240705094002,896.24
20240705095002,938.8
20240705100002,943.95
20240705101002,996.78
20240705102002,1072.19
20240705103002,1063.73
20240705104002,1126.57
20240705105002,79.93
20240705110002,1236.91
20240705111002,62.88
20240705112002,35.01
20240705113002,1316.52
20240705114002,1001.91
20240705115002,1279.86
20240705120002,1165.75
20240705121002,1164.97
20240705122002,1174.41
20240705123002,1145.74
20240705124002,1107.7
20240705125002,1074.65
20240705130002,1058.32
20240705131002,1002.79
20240705132002,984.44
20240705133002,928.85
20240705134002,849.74
20240705135002,829.46
20240705140002,754.94
20240705141002,771.84
20240705142002,708.62
20240705143002,693.08
20240705144002,126.52
20240705145002,532.75
20240705150002,85.94
20240705151002,402.83
20240705152002,402.51
20240705153002,235.12
20240705154002,35.02
20240705155002,16.24
20240705160002,28.28
20240705161002,29.48
20240705162002,27.61
20240705163002,39.8
20240705164002,9.73
20240705165002,7.26
20240707090002,586.41
20240707091002,659.2
20240707092002,705.88
20240707093002,780.65
20240707094002,825.38
20240707095002,872.52
20240707100002,945.8
20240707101002,955.0
20240707102002,1041.55
20240707103002,282.03
20240707104002,1111.05
20240707105002,1157.04
20240707110002,105.0
20240707111002,1237.09
20240707112002,1227.71
20240707113002,1240.37
20240707114002,1248.87
20240707115002,1241.9
20240707120002,1216.25
20240707121002,1212.67
20240707122002,1212.58
20240707123002,1199.26
20240707124002,1156.38
20240707125002,1157.77
20240707130002,1082.7
20240707131002,1043.95
20240707132002,983.31
20240707133002,970.1
20240707134002,907.25
20240707135002,882.89
20240707140002,768.51
20240707141002,723.88
20240707142002,665.61
20240707143002,599.16
20240707144002,531.84
20240707145002,565.41
20240707150002,568.63
20240707151002,525.24
20240707152002,511.29
20240707153002,161.62
20240707154002,40.12
20240707155002,130.39
20240707160002,38.53
20240707161002,66.73
20240707162002,61.67
20240707163002,11.1
20240707164002,5.96
20240707165002,0.0
20240317090003,1093.21
20240317091003,1195.57
20240317092003,1322.02
20240317093003,1491.58
20240317094003,1526.48
20240317095003,1634.65
20240317100003,1633.62
20240317101003,1658.48
20240317102003,1665.21
20240317103003,1676.43
20240317104003,1743.37
20240317105003,1765.43
20240317110003,1886.43
20240317111003,1957.46
20240317112003,1923.44
20240317113003,1817.69
20240317114003,1916.14
20240317115003,681.46
20240317120003,523.73
20240317121003,547.13
20240317122003,398.52
20240317123003,268.64
20240317124003,281.85
20240317125003,271.19
20240317130003,199.35
20240317131003,115.62
20240317132003,168.18
20240317133003,153.08
20240317134003,135.93
20240317135003,256.57
20240317140003,228.77
20240317141003,170.92
20240317142003,172.32
20240317143003,107.88
20240317144003,79.2
20240317145003,55.39
20240317150003,34.87
20240317151003,18.01
20240317152003,16.37
20240317153003,14.99
20240317154003,15.53
20240317155003,31.24
20240317160003,29.88
20240317161003,18.11
20240317162003,23.31
20240317163003,17.46
20240317164003,11.97
20240317165003,7.05
20240414090003,840.17
20240414091003,883.13
20240414092003,822.23
20240414093003,992.92
20240414094003,1239.15
20240414095003,1393.46
20240414100003,1332.83
20240414101003,1433.34
20240414102003,1330.27
20240414103003,1553.03
20240414104003,1619.31
20240414105003,1653.61
20240414110003,1732.94
20240414111003,1794.46
20240414112003,1543.16
20240414113003,1726.78
20240414114003,1701.17
20240414115003,1565.67
20240414120003,1742.98
20240414121003,435.09
20240414122003,355.89
20240414123003,1337.3
20240414124003,463.85
20240414125003,523.15
20240414130003,1000.4
20240414131003,1662.18
20240414132003,538.1
20240414133003,571.09
20240414134003,481.82
20240414135003,1485.63
20240414140003,1198.87
20240414141003,936.67
20240414142003,200.76
20240414143003,424.8
20240414144003,229.66
20240414145003,776.81
20240414150003,646.85
20240414151003,217.56
20240414152003,275.47
20240414153003,150.43
20240414154003,146.53
20240414155003,112.2
20240414160003,135.95
20240414161003,151.18
20240414162003,208.46
20240414163003,177.6
20240414164003,134.04
20240414165003,93.18
20240524090003,67.34
20240524091003,98.12
20240524092003,148.35
20240524093003,212.37
20240524094003,188.0
20240524095003,410.8
20240524100003,279.08
20240524101003,125.94
20240524102003,188.25
20240524103003,295.62
20240524104003,105.96
20240524105003,188.56
20240524110003,211.46
20240524111003,131.01
20240524112003,305.32
20240524113003,465.94
20240524114003,586.91
20240524115003,216.41
20240524120003,243.13
20240524121003,125.44
20240524122003,357.82
20240524123003,320.37
20240524124003,428.38
20240524125003,714.98
20240524130003,899.71
20240524131003,938.87
20240524132003,763.31
20240524133003,284.88
20240524134003,315.63
20240524135003,153.77
20240524140003,131.18
20240524141003,42.99
20240524142003,35.28
20240524143003,31.58
20240524144003,16.16
20240524145003,4.89
20240524150003,11.81
20240524151003,3.94
20240524152003,5.33
20240524153003,2.97
20240524154003,3.61
20240524155003,2.59
20240524160003,0.92
20240524161003,1.21
20240524162003,0.0
20240524163003,0.0
20240524164003,0.0
20240524165003,4.07
20240526090003,72.18
20240526091003,141.88
20240526092003,247.88
20240526093003,533.69
20240526094003,707.93
20240526095003,1044.78
20240526100003,674.56
20240526101003,947.4
20240526102003,370.71
20240526103003,203.85
20240526104003,158.11
20240526105003,145.12
20240526110003,98.35
20240526111003,141.56
20240526112003,179.74
20240526113003,228.45
20240526114003,220.5
20240526115003,226.76
20240526120003,248.91
20240526121003,272.43
20240526122003,299.15
20240526123003,240.68
20240526124003,222.99
20240526125003,187.75
20240526130003,169.52
20240526131003,140.22
20240526132003,111.24
20240526133003,99.15
20240526134003,88.69
20240526135003,96.0
20240526140003,99.64
20240526141003,128.95
20240526142003,125.4
20240526143003,130.71
20240526144003,127.25
20240526145003,116.94
20240526150003,81.79
20240526151003,55.94
20240526152003,47.57
20240526153003,47.41
20240526154003,46.03
20240526155003,56.17
20240526160003,48.77
20240526161003,37.91
20240526162003,39.04
20240526163003,33.51
20240526164003,28.15
20240526165003,21.78
20240603090003,43.28
20240603091003,53.14
20240603092003,75.17
20240603093003,117.74
20240603094003,87.71
20240603095003,54.52
20240603100003,110.61
20240603101003,62.32
20240603102003,64.58
20240603103003,65.04
20240603104003,185.1
20240603105003,239.82
20240603110003,100.2
20240603111003,36.96
20240603112003,44.6
20240603113003,34.82
20240603114003,60.29
20240603115003,92.15
20240603120003,172.12
20240603121003,189.97
20240603122003,164.3
20240603123003,213.09
20240603124003,83.06
20240603125003,246.2
20240603130003,120.6
20240603131003,213.03
20240603132003,90.17
20240603133003,199.6
20240603134003,98.33
20240603135003,55.82
20240603140003,60.29
20240603141003,64.56
20240603142003,128.62
20240603143003,160.8
20240603144003,65.83
20240603145003,50.07
20240603150003,10.83
20240603151003,8.31
20240603152003,7.99
20240603153003,4.55
20240603154003,1.71
20240603155003,0.0
20240603160003,0.0
20240603161003,0.0
20240603162003,0.0
20240603163003,1.4
20240603164003,0.23
20240603165003,0.0
20240620090003,1149.32
20240620091003,1148.83
20240620092003,415.87
20240620093003,1261.39
20240620094003,1247.26
20240620095003,1395.41
20240620100003,501.57
20240620101003,1583.98
20240620102003,956.16
20240620103003,189.75
20240620104003,181.71
20240620105003,140.55
20240620110003,219.31
20240620111003,1630.34
20240620112003,1584.75
20240620113003,1553.51
20240620114003,1567.84
20240620115003,1534.36
20240620120003,1528.91
20240620121003,1549.24
20240620122003,1549.68
20240620123003,1516.54
20240620124003,1535.18
20240620125003,1508.1
20240620130003,1495.33
20240620131003,1421.4
20240620132003,1441.09
20240620133003,1403.77
20240620134003,215.75
20240620135003,1317.72
